analysis_id,sample_matrix_id,sample_matrix_other,gene_name,gene_description,gene_family,associated_phenotype,monogenic_phenotype,forward_primer,reverse_primer,dye_probe_based,probe_sequence,plasmid_genome_standards,multi_drug_resistance_phenotype,genetic_marker,genetic_marker_specify,common_bacterial_host,concentration_data_id,concentration_id,concentration_abundance_per_ml,concentration_abundance_per_ng,concentration_abundance,prevalence,sampling_date_day,sampling_date_month,sampling_date_year,sampling_date_hour,sampling_date_minute,method_id,source_id,coordinate_id,remark
1612,2,"",mdtG_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,346343.78125,9.15067195892334,,0.00027799999224953353,9,7,2018,"","",1412,1412,1414,
1613,2,"",acrB_1,efflux pump,MDR,"","",,,,,,"","","","",0,0,303985.1875,8.031524658203125,,0.00024399999529123306,9,7,2018,"","",1412,1412,1414,
1614,2,"",mdtE,efflux pump,MDR,"","",,,,,,"","","","",0,0,417356.71875,11.026888847351074,,0.0003349999897181988,9,7,2018,"","",1412,1412,1414,
1615,2,"",mdtF,efflux pump,MDR,"","",,,,,,"","","","",0,0,386210.6875,10.203986167907715,,0.0003100000030826777,9,7,2018,"","",1412,1412,1414,
1616,2,"",qacH,efflux pump,MDR,"","",,,,,,"","","","",0,0,588036.9375,15.536392211914062,,0.0004720000142697245,9,7,2018,"","",1412,1412,1414,
1617,2,"",lnuB_1,deactivation,MLSB,"","",,,,,,"","","","",0,0,117981.1328125,3.1171534061431885,,0.00009470000077271834,9,7,2018,"","",1412,1412,1414,
1618,2,"",lnuB_2,deactivation,MLSB,"","",,,,,,"","","","",0,0,168188.53125,4.443671703338623,,0.00013499999477062374,9,7,2018,"","",1412,1412,1414,
1619,2,"",ermF,protection,MLSB,"","",,,,,,"","","","",0,0,591774.4375,15.635140419006348,,0.00047500000800937414,9,7,2018,"","",1412,1412,1414,
1620,2,"",matA/mel,efflux pump,MLSB,"","",,,,,,"","","","",0,0,477157.0625,12.606861114501953,,0.00038300000596791506,9,7,2018,"","",1412,1412,1414,
1621,2,"",mefA,efflux pump,MLSB,"","",,,,,,"","","","",0,0,528236.5625,13.956419944763184,,0.0004239999980200082,9,7,2018,"","",1412,1412,1414,
1622,2,"",ermB,protection,MLSB,"","",,,,,,"","","","",0,0,518269.8125,13.69309139251709,,0.00041599999531172216,9,7,2018,"","",1412,1412,1414,
1623,2,"",mphA_2,deactivation,MLSB,"","",,,,,,"","","","",0,0,4123733.5,108.95223999023438,,0.0033100000582635403,9,7,2018,"","",1412,1412,1414,
1624,2,"",blaSFO,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,28654.341796875,0.7570699453353882,,0.00002300000051036477,9,7,2018,"","",1412,1412,1414,
1625,2,"",ampC_1,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,74002.953125,1.9552154541015625,,0.0000594000011915341,9,7,2018,"","",1412,1412,1414,
1626,2,"",penA,protection,Beta Lactam,"","",,,,,,"","","","",0,0,44850.2734375,1.1849790811538696,,0.00003600000127335079,9,7,2018,"","",1412,1412,1414,
1627,2,"",blaKPC_1,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,48712.37890625,1.287018895149231,,0.00003909999941242859,9,7,2018,"","",1412,1412,1414,
1628,2,"",blaIMP_2,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,91444.7265625,2.4160406589508057,,0.00007339999865507707,9,7,2018,"","",1412,1412,1414,
1629,2,"",blaIMP_1,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,88953.0390625,2.3502085208892822,,0.00007139999797800556,9,7,2018,"","",1412,1412,1414,
1630,2,"",blaGES,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,64534.55859375,1.7050532102584839,,0.0000518000015290454,9,7,2018,"","",1412,1412,1414,
1631,2,"",blaOXY,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,57557.8515625,1.5207231044769287,,0.00004619999890564941,9,7,2018,"","",1412,1412,1414,
1632,2,"",blaOXA1/blaOXA30,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,508303.09375,13.429762840270996,,0.0004079999926034361,9,7,2018,"","",1412,1412,1414,
1633,2,"",blaOXA10,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,531974.0625,14.055168151855469,,0.00042699999175965786,9,7,2018,"","",1412,1412,1414,
1634,2,"",fox5,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,568103.4375,15.009735107421875,,0.0004560000088531524,9,7,2018,"","",1412,1412,1414,
1635,2,"",cfxA,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,386210.6875,10.203986167907715,,0.0003100000030826777,9,7,2018,"","",1412,1412,1414,
1636,2,"",blaTEM,deactivation,Beta Lactam,"","",,,,,,"","","","",0,0,50830308,1342.976318359375,,0.040800001472234726,9,7,2018,"","",1412,1412,1414,
1637,2,"",sul2_1,protection,Sulfonamide,"","",,,,,,"","","","",0,0,678983.3125,17.939266204833984,,0.0005450000171549618,9,7,2018,"","",1412,1412,1414,
1638,2,"",dfrA1_2,deactivation,Trimethoprim,"","",,,,,,"","","","",0,0,1214694.875,32.09318161010742,,0.0009749999735504389,9,7,2018,"","",1412,1412,1414,
1639,2,"",dfrA1_1,deactivation,Trimethoprim,"","",,,,,,"","","","",0,0,2454306.5,64.84468841552734,,0.001970000099390745,9,7,2018,"","",1412,1412,1414,
1640,2,"",sul1_2,protection,Sulfonamide,"","",,,,,,"","","","",0,0,5830535.5,154.0472869873047,,0.004679999779909849,9,7,2018,"","",1412,1412,1414,
1641,2,"",sul1_1,protection,Sulfonamide,"","",,,,,,"","","","",0,0,8994971,237.65414428710938,,0.0072200000286102295,9,7,2018,"","",1412,1412,1414,
1642,2,"",sul3,protection,Sulfonamide,"","",,,,,,"","","","",0,0,24916818,658.3217163085938,,0.019999999552965164,9,7,2018,"","",1412,1412,1414,
1643,2,"",intI3_2,MGE,Integrase,"","",,,,,,"","","","",0,0,155730.109375,4.114510536193848,,0.0001250000059371814,9,7,2018,"","",1412,1412,1414,
1644,2,"",intI3_1,MGE,Integrase,"","",,,,,,"","","","",0,0,158221.796875,4.180342674255371,,0.00012700000661425292,9,7,2018,"","",1412,1412,1414,
1645,2,"",intI1_4,MGE,Integrase,"","",,,,,,"","","","",0,0,7325544.5,193.5465850830078,,0.005880000069737434,9,7,2018,"","",1412,1412,1414,
1646,2,"",intI1_3,MGE,Integrase,"","",,,,,,"","","","",0,0,9057264,239.29994201660156,,0.007269999943673611,9,7,2018,"","",1412,1412,1414,
1647,2,"",intI1_1,MGE,Integrase,"","",,,,,,"","","","",0,0,8895304,235.02085876464844,,0.007139999885112047,9,7,2018,"","",1412,1412,1414,
1648,2,"",intI1_2,MGE,Integrase,"","",,,,,,"","","","",0,0,14078002,371.9517822265625,,0.011300000362098217,9,7,2018,"","",1412,1412,1414,
1649,9,Raw influent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,15977778,,,0.03359813243150711,14,5,2018,"","",1649,1649,1649,
1650,9,Raw influent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,15500000,,,0.029839571565389633,13,6,2018,"","",1650,1649,1649,
1651,9,Raw influent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,16905556,,,0.024481093510985374,3,7,2018,"","",1651,1649,1649,
1652,9,Raw influent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,5211111,,,0.012624495662748814,18,9,2018,"","",1651,1649,1649,
1653,9,Raw influent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,14660000,,,0.0028521399945020676,12,11,2018,"","",1652,1649,1649,
1654,9,Raw influent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,5436666.5,,,0.0024162963964045048,12,12,2018,"","",1653,1649,1649,
1655,9,Raw influent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,6533333.5,,,0.0020550459157675505,22,1,2019,"","",1654,1649,1649,
1656,9,Raw influent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,11808333,,,0.0010297965491190553,19,2,2019,"","",1655,1649,1649,
1657,9,Raw influent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,13100000,,,0.0011424418771639466,19,3,2019,"","",1653,1649,1649,
1658,9,Raw influent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,8746667,,,0.001017448608763516,9,4,2019,"","",1653,1649,1649,
1659,9,Raw influent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,20233334,,,0.0038785941433161497,22,5,2019,"","",1653,1649,1649,
1660,9,Raw influent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,33333334,,,0.07009346038103104,14,5,2018,"","",1656,1649,1649,
1661,9,Raw influent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,8938889,,,0.017208555713295937,13,6,2018,"","",1657,1649,1649,
1662,9,Raw influent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,17044444,,,0.024682220071554184,3,7,2018,"","",1658,1649,1649,
1663,9,Raw influent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,1148333.375,,,0.002781965071335435,18,9,2018,"","",1658,1649,1649,
1664,9,Raw influent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,30533334,,,0.00594033719971776,12,11,2018,"","",1658,1649,1649,
1665,9,Raw influent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,12033333,,,0.005348148290067911,12,12,2018,"","",1659,1649,1649,
1666,9,Raw influent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,26666666,,,0.008387942798435688,22,1,2019,"","",1660,1649,1649,
1667,9,Raw influent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,14058.3330078125,,,0.0000012260173889444559,19,2,2019,"","",1658,1649,1649,
1668,9,Raw influent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,14633333,,,0.0012761628022417426,19,3,2019,"","",1658,1649,1649,
1669,9,Raw influent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,68400000,,,0.007956571877002716,9,4,2019,"","",1659,1649,1649,
1670,9,Raw influent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,64500000,,,0.012364217080175877,22,5,2019,"","",1659,1649,1649,
1671,12,CAS effluent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,50633.33203125,,,0.007302884478121996,14,5,2018,"","",1651,1649,1649,
1672,12,CAS effluent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,43296.296875,,,0.012678958475589752,13,6,2018,"","",1651,1649,1649,
1673,12,CAS effluent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,73500,,,0.010888888500630856,3,7,2018,"","",1651,1649,1649,
1674,12,CAS effluent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,327500,,,0.0646381601691246,18,9,2018,"","",1651,1649,1649,
1675,12,CAS effluent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,39116.66796875,,,0.00986963789910078,12,11,2018,"","",1652,1649,1649,
1676,12,CAS effluent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,210833.328125,,,0.032592590898275375,12,12,2018,"","",1653,1649,1649,
1677,12,CAS effluent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,170937.5,,,0.03336722403764725,22,1,2019,"","",1654,1649,1649,
1678,12,CAS effluent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,152833.328125,,,0.03385012969374657,19,2,2019,"","",1655,1649,1649,
1679,12,CAS effluent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,44750,,,0.005524691194295883,19,3,2019,"","",1653,1649,1649,
1680,12,CAS effluent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,27750,,,0.004731793887913227,9,4,2019,"","",1653,1649,1649,
1681,12,CAS effluent,sul1,Dihydropteroate synthase,Pterin-binding,"","",,,,,,"","","","",0,0,81875,,,0.022278912365436554,22,5,2019,"","",1653,1649,1649,
1682,12,CAS effluent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,5906.66650390625,,,0.0008519230759702623,14,5,2018,"","",1656,1649,1649,
1683,12,CAS effluent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,4105.5556640625,,,0.0012022776063531637,13,6,2018,"","",1657,1649,1649,
1684,12,CAS effluent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,4376.66650390625,,,0.0006483950419351459,3,7,2018,"","",1658,1649,1649,
1685,12,CAS effluent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,2741.666748046875,,,0.0005411184392869473,18,9,2018,"","",1658,1649,1649,
1686,12,CAS effluent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,666.6666870117188,,,0.00016820858581922948,12,11,2018,"","",1658,1649,1649,
1687,12,CAS effluent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,28354.166015625,,,0.0043832529336214066,12,12,2018,"","",1659,1649,1649,
1688,12,CAS effluent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,6097.43603515625,,,0.0011902274563908577,22,1,2019,"","",1660,1649,1649,
1689,12,CAS effluent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,4406.66650390625,,,0.0009760059183463454,19,2,2019,"","",1658,1649,1649,
1690,12,CAS effluent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,6153.84619140625,,,0.0007597340736538172,19,3,2019,"","",1658,1649,1649,
1691,12,CAS effluent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,15125,,,0.002579040825366974,9,4,2019,"","",1659,1649,1649,
1692,12,CAS effluent,ermB,rRNA (adenine-N6-)-methyltransferase,rRNA adenine N(6)-methyltransferase,"","",,,,,,"","","","",0,0,7562.5,,,0.002057823119685054,22,5,2019,"","",1659,1649,1649,
1693,9,"",intI1,Integron integrase DNA recombinase,DNA recombinases,enabled acquisition of antibiotic gene cassettes,Not applicable,,,,,,Indirectly associated with multi-drug resistance phenotypes,Yes,class 1 integrons,"",0,0,1600000,,,0.06499999761581421,0,3,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1694,9,"",blaOXA-10,beta-lactamase encoding,class-D beta-lactamases,ESBL,Yes,,,,,,"","","","",0,0,490000,,,0.019999999552965164,0,3,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1695,9,"",blaOXA-2,beta-lactamase encoding,class-D beta-lactamases,ESBL,Yes,,,,,,"","","","",0,0,11700,,,0.0004769999941345304,0,3,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1696,9,"",blaGES,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,41200,,,0.0016799999866634607,0,3,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1697,9,"",blaTEM,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,7890,,,0.0003220000071451068,0,3,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1698,9,"",blaCTXM-32,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,222,,,0.000008969999726105016,0,3,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1699,9,"",qnrS,peptide encoding,Plasmid-mediated quinolon resistance,Quinolones resistance,Yes,,,,,,"",Yes,Plasmid mediated quinolone resitance,"",0,0,15900,,,0.000653000024612993,0,3,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1700,9,"",intI1,Integron integrase DNA recombinase,DNA recombinases,enabled acquisition of antibiotic gene cassettes,Not applicable,,,,,,Indirectly associated with multi-drug resistance phenotypes,Yes,class 1 integrons,"",0,0,16000000,,,0.12999999523162842,0,5,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1701,9,"",blaOXA-10,beta-lactamase encoding,class-D beta-lactamases,ESBL,Yes,,,,,,"","","","",0,0,6930000,,,0.057100001722574234,0,5,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1702,9,"",blaOXA-2,beta-lactamase encoding,class-D beta-lactamases,ESBL,Yes,,,,,,"","","","",0,0,53300,,,0.0004440000047907233,0,5,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1703,9,"",blaGES,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,198000,,,0.0016599999507889152,0,5,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1704,9,"",blaTEM,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,41700,,,0.0003480000013951212,0,5,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1705,9,"",blaCTXM-32,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,2910,,,0.000025999999706982635,0,5,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1706,9,"",qnrS,peptide encoding,Plasmid-mediated quinolon resistance,Quinolones resistance,Yes,,,,,,"",Yes,Plasmid mediated quinolone resitance,"",0,0,33900,,,0.0002969999914057553,0,5,2016,"","",1693,1693,1693,Not disinfected effluents designated to irrigation of crops for animal feeding
1707,9,"",intI1,Integron integrase DNA recombinase,DNA recombinases,enabled acquisition of antibiotic gene cassettes,Not applicable,,,,,,Indirectly associated with multi-drug resistance phenotypes,Yes,class 1 integrons,"",0,0,5970,,,0.011900000274181366,0,5,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1708,9,"",blaOXA-10,beta-lactamase encoding,class-D beta-lactamases,ESBL,Yes,,,,,,"","","","",0,0,647,,,0.0014400000218302011,0,5,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1709,9,"",blaOXA-2,beta-lactamase encoding,class-D beta-lactamases,ESBL,Yes,,,,,,"","","","",0,0,175,,,0.00036899998667649925,0,5,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1710,9,"",blaGES,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,351,,,0.0007050000131130219,0,5,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1711,9,"",blaTEM,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,315,,,0.0006510000093840063,0,5,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1712,9,"",blaCTXM-32,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,0,,,0,0,5,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1713,9,"",qnrS,peptide encoding,Plasmid-mediated quinolon resistance,Quinolones resistance,Yes,,,,,,"",Yes,Plasmid mediated quinolone resitance,"",0,0,1020,,,0.0023300000466406345,0,5,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1714,9,"",intI1,Integron integrase DNA recombinase,DNA recombinases,enabled acquisition of antibiotic gene cassettes,Not applicable,,,,,,Indirectly associated with multi-drug resistance phenotypes,Yes,class 1 integrons,"",0,0,37300,,,0.04280000180006027,0,6,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1715,9,"",blaOXA-10,beta-lactamase encoding,class-D beta-lactamases,ESBL,Yes,,,,,,"","","","",0,0,1080,,,0.0012199999764561653,0,6,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1716,9,"",blaOXA-2,beta-lactamase encoding,class-D beta-lactamases,ESBL,Yes,,,,,,"","","","",0,0,529,,,0.0006060000159777701,0,6,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1717,9,"",blaGES,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,3780,,,0.004279999993741512,0,6,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1718,9,"",blaTEM,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,768,,,0.0009059999720193446,0,6,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1719,9,"",blaCTXM-32,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,0,,,0,0,6,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1720,9,"",qnrS,peptide encoding,Plasmid-mediated quinolon resistance,Quinolones resistance,Yes,,,,,,"",Yes,Plasmid mediated quinolone resitance,"",0,0,1190,,,0.001449999981559813,0,6,2016,"","",1693,1693,1694,Disinfected effluents after chlorination and UV radiation
1721,9,"",intI1,Integron integrase DNA recombinase,DNA recombinases,enabled acquisition of antibiotic gene cassettes,Not applicable,,,,,,Indirectly associated with multi-drug resistance phenotypes,Yes,class 1 integrons,"",0,0,97700,,,0.0056500001810491085,0,9,2017,"","",1693,1693,1695,Disinfected effluents after deep sand filtration and chlorination
1722,9,"",blaOXA-10,beta-lactamase encoding,class-D beta-lactamases,ESBL,Yes,,,,,,"","","","",0,0,15300,,,0.0009769999887794256,0,9,2017,"","",1693,1693,1695,Disinfected effluents after deep sand filtration and chlorination
1723,9,"",blaOXA-2,beta-lactamase encoding,class-D beta-lactamases,ESBL,Yes,,,,,,"","","","",0,0,124,,,0.000007029999778751517,0,9,2017,"","",1693,1693,1695,Disinfected effluents after deep sand filtration and chlorination
1724,9,"",blaGES,beta-lactamase encoding,class-A beta-lactamase ,ESBL,Yes,,,,,,"","","","",0,0,158,,,0.000009440000212634914,0,9,2017,"","",1693,1693,1695,Disinfected effluents after deep sand filtration and chlorination
